checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1240,Unknown/ No Saving Ac,>=7,4,Female (Div/Sep/Married),none,2,Real Estate,38,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,27,Delay in Payment in past,Used Car,8613,>=1000,1 to 4,2,Male (Single),none,2,car or other,27,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Radio/TV,766,500 - 1000,1 to 4,4,Male (Single),none,3,Real Estate,66,none,Own,1,Unskilled Resident,1,None,Yes,Bad
0 - 20 DM,15,Critical Account/Other Credit Existing(Not this bank),Radio/TV,2728,Unknown/ No Saving Ac,4 to 7,4,Male (Single),guarantor,2,Real Estate,35,Bank,Own,3,SkilledEmployee/Official,1,Yes,Yes,Good
>= 200 DM,12,Existing Credits Paid Back,Radio/TV,1881,<100,1 to 4,2,Female (Div/Sep/Married),none,2,car or other,44,none,Rent,1,Unskilled Resident,1,Yes,Yes,Good
>= 200 DM,6,Existing Credits Paid Back,New Car,709,>=1000,<1,2,Male (Married/Widowed),none,2,Real Estate,27,none,Own,1,UnEmp - NR,1,None,No,Good
0 - 20 DM,36,Existing Credits Paid Back,Radio/TV,4795,<100,<1,4,Female (Div/Sep/Married),none,1,Unknown/ No property,30,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,27,Existing Credits Paid Back,Radio/TV,3416,<100,1 to 4,3,Male (Single),none,2,car or other,27,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,None,Yes,Good
< 0 DM,18,Existing Credits Paid Back,Furniture/Equipment,2462,<100,1 to 4,2,Male (Single),none,2,car or other,22,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,21,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,2288,<100,<1,4,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,23,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,48,All Credits Paid (this bank),Business,3566,100 - 500,4 to 7,4,Male (Single),none,2,car or other,30,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,6,Critical Account/Other Credit Existing(Not this bank),New Car,860,<100,>=7,1,Female (Div/Sep/Married),none,4,Unknown/ No property,39,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),New Car,682,100 - 500,4 to 7,4,Female (Div/Sep/Married),none,3,car or other,51,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,36,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,5371,<100,1 to 4,3,Male (Single),guarantor,2,Society Saving/ Life Insurance,28,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,18,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1582,>=1000,>=7,4,Male (Single),none,4,car or other,46,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,6,Existing Credits Paid Back,Radio/TV,1346,100 - 500,>=7,2,Male (Single),none,4,Unknown/ No property,42,Bank,For Free,1,SkilledEmployee/Official,2,Yes,Yes,Good
No Checking Account,10,Existing Credits Paid Back,Radio/TV,1924,<100,1 to 4,1,Male (Single),none,4,Society Saving/ Life Insurance,38,none,Own,1,SkilledEmployee/Official,1,Yes,No,Good
>= 200 DM,36,Existing Credits Paid Back,Radio/TV,5848,<100,1 to 4,4,Male (Single),none,1,car or other,24,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,24,Critical Account/Other Credit Existing(Not this bank),Used Car,7758,>=1000,>=7,2,Female (Div/Sep/Married),none,4,Unknown/ No property,29,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,24,Delay in Payment in past,Business,6967,100 - 500,4 to 7,4,Male (Single),none,4,car or other,36,none,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,12,Existing Credits Paid Back,Furniture/Equipment,1282,<100,1 to 4,2,Female (Div/Sep/Married),none,4,car or other,20,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
< 0 DM,9,Critical Account/Other Credit Existing(Not this bank),Repairs,1288,100 - 500,>=7,3,Male (Single),guarantor,4,Real Estate,48,none,Own,2,SkilledEmployee/Official,2,None,No,Good
< 0 DM,12,All Credits Paid (this bank),Retraining,339,<100,>=7,4,Male (Married/Widowed),none,1,car or other,45,Bank,Own,1,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,24,Existing Credits Paid Back,New Car,3512,100 - 500,4 to 7,2,Male (Single),none,3,car or other,38,Bank,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,6,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1898,Unknown/ No Saving Ac,1 to 4,1,Male (Single),none,2,Real Estate,34,none,Own,2,Unskilled Resident,2,None,Yes,Good
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Radio/TV,2872,100 - 500,>=7,3,Male (Single),none,4,Real Estate,36,none,Own,1,SkilledEmployee/Official,2,Yes,Yes,Good
No Checking Account,18,Critical Account/Other Credit Existing(Not this bank),New Car,1055,<100,<1,4,Female (Div/Sep/Married),none,1,Society Saving/ Life Insurance,30,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,15,Existing Credits Paid Back,Domestic Appliances,1262,500 - 1000,4 to 7,4,Male (Single),none,3,Society Saving/ Life Insurance,36,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,10,Existing Credits Paid Back,New Car,7308,<100,unemployed,2,Male (Single),none,4,Unknown/ No property,70,Bank,For Free,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,36,Existing Credits Paid Back,New Car,909,500 - 1000,>=7,4,Male (Single),none,4,Society Saving/ Life Insurance,36,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,6,Existing Credits Paid Back,Furniture/Equipment,2978,500 - 1000,1 to 4,1,Male (Single),none,2,car or other,32,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,18,Existing Credits Paid Back,Furniture/Equipment,1131,<100,unemployed,4,Female (Div/Sep/Married),none,2,car or other,33,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,11,Existing Credits Paid Back,Furniture/Equipment,1577,>=1000,<1,4,Female (Div/Sep/Married),none,1,Real Estate,20,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,24,Existing Credits Paid Back,Furniture/Equipment,3972,<100,4 to 7,2,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,25,none,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,24,Critical Account/Other Credit Existing(Not this bank),Business,1935,<100,>=7,4,Male (Div/Sep/Married),none,4,Real Estate,31,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Bad
< 0 DM,15,No Credits taken/ All Credits Paid,New Car,950,<100,>=7,4,Male (Single),none,3,car or other,33,none,Rent,2,SkilledEmployee/Official,2,None,Yes,Bad
No Checking Account,12,Existing Credits Paid Back,Furniture/Equipment,763,<100,1 to 4,4,Female (Div/Sep/Married),none,1,Real Estate,26,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,24,Delay in Payment in past,Furniture/Equipment,2064,<100,unemployed,3,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,34,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
0 - 20 DM,8,Existing Credits Paid Back,Radio/TV,1414,<100,1 to 4,4,Male (Single),guarantor,2,Real Estate,33,none,Own,1,SkilledEmployee/Official,1,None,No,Good
< 0 DM,21,Delay in Payment in past,Education,3414,<100,<1,2,Male (Single),none,1,Society Saving/ Life Insurance,26,none,Own,2,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,30,All Credits Paid (this bank),Used Car,7485,Unknown/ No Saving Ac,unemployed,4,Female (Div/Sep/Married),none,1,Real Estate,53,Bank,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
< 0 DM,12,Existing Credits Paid Back,Furniture/Equipment,2577,<100,1 to 4,2,Male (Div/Sep/Married),none,1,car or other,42,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,6,Critical Account/Other Credit Existing(Not this bank),Radio/TV,338,500 - 1000,>=7,4,Male (Single),none,4,car or other,52,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,12,Existing Credits Paid Back,Radio/TV,1963,<100,4 to 7,4,Male (Single),none,2,car or other,31,none,Rent,2,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Good
< 0 DM,21,Critical Account/Other Credit Existing(Not this bank),New Car,571,<100,>=7,4,Male (Single),none,4,Real Estate,65,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,36,Delay in Payment in past,Business,9572,<100,<1,1,Male (Div/Sep/Married),none,1,car or other,28,none,Own,2,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,36,Delay in Payment in past,Business,4455,<100,1 to 4,2,Male (Div/Sep/Married),none,2,Real Estate,30,Stores,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
< 0 DM,21,All Credits Paid (this bank),New Car,1647,Unknown/ No Saving Ac,1 to 4,4,Male (Single),none,2,Society Saving/ Life Insurance,40,none,Own,2,Unskilled Resident,2,None,Yes,Bad
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,3777,>=1000,1 to 4,4,Male (Single),none,4,Real Estate,50,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,18,Critical Account/Other Credit Existing(Not this bank),New Car,884,<100,>=7,4,Male (Single),none,4,car or other,36,Bank,Own,1,SkilledEmployee/Official,2,Yes,Yes,Bad
No Checking Account,15,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1360,<100,1 to 4,4,Male (Single),none,2,Society Saving/ Life Insurance,31,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,9,All Credits Paid (this bank),Used Car,5129,<100,>=7,2,Female (Div/Sep/Married),none,4,Unknown/ No property,74,Bank,For Free,1,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Bad
0 - 20 DM,16,Critical Account/Other Credit Existing(Not this bank),New Car,1175,<100,unemployed,2,Male (Single),none,3,car or other,68,none,For Free,3,UnEmp - NR,1,Yes,Yes,Good
< 0 DM,12,Existing Credits Paid Back,Radio/TV,674,100 - 500,4 to 7,4,Male (Married/Widowed),none,1,Society Saving/ Life Insurance,20,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,18,No Credits taken/ All Credits Paid,Furniture/Equipment,3244,<100,1 to 4,1,Female (Div/Sep/Married),none,4,car or other,33,Bank,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,24,Existing Credits Paid Back,Business,4591,>=1000,1 to 4,2,Male (Single),none,3,Society Saving/ Life Insurance,54,none,Own,3,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
0 - 20 DM,48,No Credits taken/ All Credits Paid,Business,3844,100 - 500,4 to 7,4,Male (Single),none,4,Unknown/ No property,34,none,For Free,1,Unskilled Resident,2,None,Yes,Bad
0 - 20 DM,27,Existing Credits Paid Back,Business,3915,<100,1 to 4,4,Male (Single),none,2,car or other,36,none,Own,1,SkilledEmployee/Official,2,Yes,Yes,Bad
No Checking Account,6,Existing Credits Paid Back,Radio/TV,2108,<100,4 to 7,2,Male (Married/Widowed),none,2,Real Estate,29,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,45,Existing Credits Paid Back,Radio/TV,3031,100 - 500,1 to 4,4,Male (Single),guarantor,4,Society Saving/ Life Insurance,21,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,9,Critical Account/Other Credit Existing(Not this bank),Education,1501,<100,>=7,2,Female (Div/Sep/Married),none,3,car or other,34,none,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,6,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1382,<100,1 to 4,1,Female (Div/Sep/Married),none,1,car or other,28,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Furniture/Equipment,951,100 - 500,<1,4,Female (Div/Sep/Married),none,4,car or other,27,Bank,Rent,4,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,24,Existing Credits Paid Back,Used Car,2760,Unknown/ No Saving Ac,>=7,4,Male (Single),none,4,Unknown/ No property,36,Bank,For Free,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,18,Delay in Payment in past,Furniture/Equipment,4297,<100,>=7,4,Male (Div/Sep/Married),none,3,Unknown/ No property,40,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,9,Critical Account/Other Credit Existing(Not this bank),Education,936,500 - 1000,>=7,4,Male (Single),none,2,car or other,52,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,12,Existing Credits Paid Back,New Car,1168,<100,1 to 4,4,Male (Married/Widowed),none,3,Real Estate,27,none,Own,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,27,Delay in Payment in past,Business,5117,<100,4 to 7,3,Male (Single),none,4,car or other,26,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,12,Existing Credits Paid Back,Retraining,902,<100,4 to 7,4,Male (Married/Widowed),none,4,Society Saving/ Life Insurance,21,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),New Car,1495,<100,>=7,4,Male (Single),none,1,Real Estate,38,none,Own,2,Unskilled Resident,2,None,Yes,Good
< 0 DM,30,Critical Account/Other Credit Existing(Not this bank),Used Car,10623,<100,>=7,3,Male (Single),none,4,Unknown/ No property,38,none,For Free,3,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Good
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,1935,<100,>=7,4,Male (Single),none,4,Real Estate,43,none,Own,3,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,12,Critical Account/Other Credit Existing(Not this bank),Domestic Appliances,1424,<100,4 to 7,4,Male (Single),none,3,Society Saving/ Life Insurance,26,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,24,Existing Credits Paid Back,Business,6568,<100,1 to 4,2,Male (Married/Widowed),none,2,car or other,21,Stores,Own,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,12,Existing Credits Paid Back,Used Car,1413,>=1000,4 to 7,3,Male (Single),none,2,Society Saving/ Life Insurance,55,none,Own,1,SkilledEmployee/Official,1,None,No,Good
No Checking Account,9,Critical Account/Other Credit Existing(Not this bank),Radio/TV,3074,Unknown/ No Saving Ac,1 to 4,1,Male (Single),none,2,Real Estate,33,none,Own,2,SkilledEmployee/Official,2,None,Yes,Good
No Checking Account,36,Existing Credits Paid Back,Radio/TV,3835,Unknown/ No Saving Ac,>=7,2,Female (Div/Sep/Married),none,4,Real Estate,45,none,Own,1,Unskilled Resident,1,Yes,Yes,Good
< 0 DM,27,No Credits taken/ All Credits Paid,Business,5293,<100,unemployed,2,Male (Single),none,4,Society Saving/ Life Insurance,50,Stores,Own,2,SkilledEmployee/Official,1,Yes,Yes,Bad
>= 200 DM,30,Delay in Payment in past,Business,1908,<100,>=7,4,Male (Single),none,4,Real Estate,66,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,36,Critical Account/Other Credit Existing(Not this bank),Radio/TV,3342,Unknown/ No Saving Ac,>=7,4,Male (Single),none,2,car or other,51,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,6,Critical Account/Other Credit Existing(Not this bank),Retraining,932,Unknown/ No Saving Ac,4 to 7,1,Female (Div/Sep/Married),none,3,Society Saving/ Life Insurance,39,none,Own,2,Unskilled Resident,1,None,Yes,Good
< 0 DM,18,No Credits taken/ All Credits Paid,Business,3104,<100,4 to 7,3,Male (Single),none,1,Society Saving/ Life Insurance,31,Bank,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
>= 200 DM,36,Existing Credits Paid Back,Radio/TV,3913,<100,1 to 4,2,Male (Single),none,2,Real Estate,23,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,24,Existing Credits Paid Back,Furniture/Equipment,3021,<100,1 to 4,2,Male (Div/Sep/Married),none,2,Real Estate,24,none,Rent,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,10,Existing Credits Paid Back,New Car,1364,<100,1 to 4,2,Female (Div/Sep/Married),none,4,car or other,64,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Radio/TV,625,<100,<1,4,Male (Married/Widowed),guarantor,1,Real Estate,26,Bank,Own,1,Unskilled Resident,1,None,Yes,Good
< 0 DM,12,Existing Credits Paid Back,Education,1200,Unknown/ No Saving Ac,1 to 4,4,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,23,Bank,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,12,Existing Credits Paid Back,Radio/TV,707,<100,1 to 4,4,Male (Single),none,2,Real Estate,30,Bank,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,24,Delay in Payment in past,Business,2978,Unknown/ No Saving Ac,1 to 4,4,Male (Single),none,4,Real Estate,32,none,Own,2,SkilledEmployee/Official,2,Yes,Yes,Good
No Checking Account,15,Existing Credits Paid Back,Used Car,4657,<100,1 to 4,3,Male (Single),none,2,car or other,30,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,36,No Credits taken/ All Credits Paid,Repairs,2613,<100,1 to 4,4,Male (Single),none,2,car or other,27,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,48,Existing Credits Paid Back,Radio/TV,10961,>=1000,4 to 7,1,Male (Single),co-applicant,2,Unknown/ No property,27,Bank,Own,2,SkilledEmployee/Official,1,Yes,Yes,Bad
< 0 DM,12,Existing Credits Paid Back,Furniture/Equipment,7865,<100,>=7,4,Male (Single),none,4,Unknown/ No property,53,none,For Free,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,9,Existing Credits Paid Back,Radio/TV,1478,<100,4 to 7,4,Male (Single),none,2,car or other,22,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
< 0 DM,24,Existing Credits Paid Back,Furniture/Equipment,3149,<100,<1,4,Male (Single),none,1,Unknown/ No property,22,Bank,For Free,1,SkilledEmployee/Official,1,None,Yes,Good
>= 200 DM,36,Existing Credits Paid Back,Radio/TV,4210,<100,1 to 4,4,Male (Single),none,2,car or other,26,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,9,Existing Credits Paid Back,New Car,2507,500 - 1000,>=7,2,Male (Single),none,4,Unknown/ No property,51,none,For Free,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,12,Existing Credits Paid Back,Radio/TV,2141,100 - 500,4 to 7,3,Male (Single),none,1,Unknown/ No property,35,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,18,Existing Credits Paid Back,Radio/TV,866,<100,1 to 4,4,Male (Married/Widowed),guarantor,2,Real Estate,25,none,Own,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,4,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1544,<100,4 to 7,2,Male (Single),none,1,Real Estate,42,none,Own,3,Unskilled Resident,2,None,Yes,Good
< 0 DM,24,Existing Credits Paid Back,Radio/TV,1823,<100,unemployed,4,Male (Single),none,2,car or other,30,Stores,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,2,None,Yes,Bad
0 - 20 DM,6,Existing Credits Paid Back,New Car,14555,Unknown/ No Saving Ac,unemployed,1,Male (Single),none,2,Society Saving/ Life Insurance,23,none,Own,1,UnEmp - NR,1,Yes,Yes,Bad
0 - 20 DM,21,Existing Credits Paid Back,Business,2767,100 - 500,>=7,4,Male (Div/Sep/Married),none,2,car or other,61,Bank,Rent,2,Unskilled Resident,1,None,Yes,Bad
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1291,<100,1 to 4,4,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,35,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,30,Existing Credits Paid Back,Radio/TV,2522,<100,>=7,1,Male (Single),guarantor,3,Society Saving/ Life Insurance,39,none,Own,1,SkilledEmployee/Official,2,None,Yes,Good
< 0 DM,24,Existing Credits Paid Back,New Car,915,Unknown/ No Saving Ac,>=7,4,Female (Div/Sep/Married),none,2,car or other,29,Bank,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,6,Existing Credits Paid Back,Radio/TV,1595,<100,4 to 7,3,Male (Single),none,2,Society Saving/ Life Insurance,51,none,Own,1,SkilledEmployee/Official,2,None,Yes,Good
< 0 DM,48,No Credits taken/ All Credits Paid,Used Car,4605,<100,>=7,3,Male (Single),none,4,Unknown/ No property,24,none,For Free,2,SkilledEmployee/Official,2,None,Yes,Bad
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),Business,1185,<100,1 to 4,3,Female (Div/Sep/Married),none,2,Real Estate,27,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,12,All Credits Paid (this bank),Retraining,3447,500 - 1000,1 to 4,4,Female (Div/Sep/Married),none,3,Real Estate,35,none,Own,1,Unskilled Resident,2,None,Yes,Good
